cohort,year,level,side,school,n_girls,n_eoy_valid,n_dropout,n_passed,taux_abandon,taux_reussite,taux_inscription,pre_math,pre_fr,post_math,post_fr,pre_comp,cfepd,n_pre,n_post,flag,pair_id
C4,2022,CM2,Int,Namaroua,29.0,28.0,0.0,13.0,0.0,46.42857142857143,100.0,7.06,5.14,9.875,13.642857142857142,,4.805595238095238,25.0,28.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-02
C4,2022,CM2,Int,Sabon Gari Kolta,29.0,29.0,0.0,22.0,0.0,75.86206896551724,100.0,9.576923076923077,7.509615384615385,13.60344827586207,12.0,,6.103563218390804,26.0,29.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-05
C4,2022,CM2,Int,Safo Dan Ali,17.0,17.0,0.0,10.0,0.0,58.8235294117647,100.0,9.941176470588236,6.382352941176471,15.176470588235292,12.617647058823527,,5.425490196078432,17.0,17.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-24
C4,2022,CM2,Int,Safo El Mougou,19.0,19.0,0.0,12.0,0.0,63.1578947368421,100.0,5.166666666666667,5.736111111111111,7.083333333333333,6.388888888888889,,4.969473684210525,18.0,18.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-25
C4,2022,CM2,Int,Safo Nassaraoua,25.0,25.0,0.0,9.0,0.0,36.0,100.0,3.323529411764706,3.485294117647059,6.239130434782608,6.043478260869565,,3.719733333333333,17.0,23.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-28
C4,2022,CM2,Int,Soura 1,42.0,41.0,7.0,24.0,17.073170731707318,58.53658536585366,100.0,12.447368421052632,13.421052631578949,14.407407407407408,16.22222222222222,,4.624796747967479,19.0,27.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-29
C4,2022,CM2,Int,Soura 2,15.0,14.0,1.0,13.0,7.142857142857143,92.85714285714286,100.0,10.0,9.596153846153848,11.8,13.466666666666669,,6.774523809523808,13.0,15.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-14
C4,2022,CM2,Int,Soura 3,23.0,23.0,1.0,21.0,4.3478260869565215,91.30434782608695,100.0,11.625,12.325,14.1625,14.2625,,6.734848484848485,20.0,20.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-15
C4,2022,CM2,Int,Soura Aboubacar 4,49.0,47.0,2.0,44.0,4.25531914893617,93.61702127659576,100.0,11.705128205128204,12.935897435897436,16.87878787878788,14.393939393939394,,6.6917730496453895,39.0,33.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-22
C4,2022,CM2,Int,Soura Magaji Rogo,18.0,18.0,0.0,14.0,0.0,77.77777777777777,92.85714285714286,10.083333333333334,11.555555555555555,13.583333333333334,14.541666666666666,,6.746666666666666,18.0,18.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-17
C4,2022,CM2,Int,Soura Sarkin Galma 1,42.0,41.0,0.0,37.0,0.0,90.2439024390244,100.0,8.685897435897436,9.217948717948715,13.825,12.51875,,6.057154471544716,39.0,40.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-11
C4,2022,CM2,Int,Soura Sarkin Galma 2,41.0,41.0,0.0,35.0,0.0,85.36585365853658,100.0,10.0,7.512820512820513,11.31578947368421,8.605263157894736,,6.434715447154471,39.0,38.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-10
C4,2022,CM2,Int,Takalmaoua 1,25.0,25.0,0.0,9.0,0.0,36.0,100.0,9.023809523809524,7.142857142857143,8.5,10.275,,4.001333333333333,21.0,20.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-03
C4,2022,CM2,Int,Takalmaoua 2,19.0,19.0,0.0,7.0,0.0,36.8421052631579,100.0,9.933333333333334,4.066666666666666,10.55,11.533333333333331,,4.41561403508772,15.0,15.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-04
C4,2022,CM2,Int,Tarna,65.0,65.0,0.0,53.0,0.0,81.53846153846153,100.0,9.5,8.540178571428571,12.842105263157896,12.109649122807015,,5.801589743589744,56.0,57.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-26
C4,2022,CM2,Int,Tchikadji Centre,38.0,35.0,0.0,26.0,0.0,74.28571428571429,100.0,6.069444444444445,4.5,10.671052631578949,10.848684210526317,,5.620877192982456,36.0,38.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-30
C4,2022,CM2,Int,Tchikadji Quartier,14.0,14.0,0.0,8.0,0.0,57.142857142857146,100.0,5.535714285714286,4.535714285714286,6.461538461538462,8.23076923076923,,5.219047619047619,14.0,13.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-23
C4,2022,CM2,Int,Tibiri Nord 3,16.0,16.0,0.0,14.0,0.0,87.5,100.0,10.461538461538462,12.0,16.5,13.34375,,7.097708333333333,13.0,16.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-18
C4,2022,CM2,Int,Waraou,51.0,51.0,0.0,40.0,0.0,78.43137254901961,100.0,11.89,13.26,16.38,15.75,,5.966993464052287,25.0,50.0,INSCRIPTION=ORIENTATION_ONLY(Passe en 6e),C4-19
C5,2023,CM1,Ctrl,Alssaoua,11.0,11.0,0.0,8.0,0.0,72.72727272727273,,4.3,6.2,4.636363636363637,6.090909090909091,,,10.0,11.0,,C5-31
C5,2023,CM1,Ctrl,Bassaraoua,13.0,12.0,0.0,8.0,0.0,66.66666666666667,,4.846153846153846,3.807692307692308,2.3,2.4,,,13.0,10.0,,C5-04
C5,2023,CM1,Ctrl,Dallia,14.0,14.0,0.0,3.0,0.0,21.428571428571427,,1.6923076923076923,5.333333333333333,5.2727272727272725,5.636363636363637,,,13.0,11.0,,C5-02
C5,2023,CM1,Ctrl,Dan Bako,40.0,31.0,8.0,11.0,25.806451612903224,35.483870967741936,,0.5384615384615384,0.7371794871794872,2.263157894736842,0.4210526315789473,,,39.0,19.0,,C5-33
C5,2023,CM1,Ctrl,Dan Gara,20.0,20.0,3.0,8.0,15.0,40.0,,1.3333333333333333,1.1388888888888888,1.5454545454545454,0.5909090909090909,,,18.0,11.0,,C5-27
C5,2023,CM1,Ctrl,Djirataoua Bilingue,19.0,19.0,0.0,6.0,0.0,31.57894736842105,,2.210526315789474,3.301578947368421,3.2,3.3833333333333333,,,19.0,15.0,,C5-03
C5,2023,CM1,Ctrl,Galadantchi,17.0,17.0,0.0,7.0,0.0,41.1764705882353,,1.9375,5.640625,2.6666666666666665,1.8666666666666667,,,16.0,15.0,,C5-05
C5,2023,CM1,Ctrl,Garin Daoure 1,15.0,15.0,1.0,10.0,6.666666666666667,66.66666666666667,,7.066666666666666,7.233333333333333,8.333333333333334,6.555555555555555,,,15.0,9.0,,C5-16
C5,2023,CM1,Ctrl,Garin Daoure 2,17.0,17.0,0.0,10.0,0.0,58.8235294117647,,5.529411764705882,6.833333333333333,4.583333333333333,5.0625,,,17.0,12.0,,C5-17
C5,2023,CM1,Ctrl,Garin Magaji,15.0,15.0,1.0,7.0,6.666666666666667,46.66666666666666,,4.0,4.9,3.1666666666666665,5.354166666666667,,,15.0,12.0,,C5-12
C5,2023,CM1,Ctrl,Imbelbelou 3,44.0,44.0,0.0,18.0,0.0,40.90909090909091,,0.6590909090909091,1.75,1.7222222222222223,1.1826923076923077,,,44.0,27.0,,C5-08
C5,2023,CM1,Ctrl,Kara Kara 1,24.0,24.0,1.0,5.0,4.166666666666667,20.83333333333333,,2.159090909090909,3.532608695652174,2.0,1.8235294117647056,,,22.0,17.0,,C5-10
C5,2023,CM1,Ctrl,Kara Kara 2,26.0,26.0,1.0,11.0,3.8461538461538463,42.30769230769231,,4.208333333333333,7.423076923076923,4.695652173913044,7.706521739130435,,,24.0,23.0,,C5-19
C5,2023,CM1,Ctrl,Kara Kara 3,52.0,50.0,0.0,20.0,0.0,36.87943262411348,,1.9387755102040816,3.836734693877551,4.048780487804878,2.9390243902439024,,,49.0,43.0,,C5-09
C5,2023,CM1,Ctrl,Karambi Saboua,14.0,14.0,0.0,7.0,0.0,50.0,,0.2142857142857142,1.625,4.096153846153846,2.769230769230769,,,14.0,13.0,,C5-24
C5,2023,CM1,Ctrl,Karambi Sofoua,17.0,17.0,1.0,4.0,5.882352941176471,23.529411764705884,,3.21875,2.96875,6.84375,5.421875,,,16.0,16.0,,C5-30
C5,2023,CM1,Ctrl,Karhin Hali,20.0,20.0,0.0,11.0,0.0,55.0,,0.631578947368421,2.3157894736842106,4.0,1.6071428571428572,,,19.0,14.0,,C5-28
C5,2023,CM1,Ctrl,Kontagora Sofoua,19.0,19.0,1.0,9.0,5.2631578947368425,47.36842105263158,,2.3529411764705883,2.4558823529411766,2.833333333333333,1.5,,,17.0,12.0,,C5-01
C5,2023,CM1,Ctrl,Maisso,11.0,11.0,0.0,5.0,0.0,45.45454545454545,,0.7272727272727273,1.2727272727272727,1.2727272727272727,0.5,,,11.0,11.0,,C5-15
C5,2023,CM1,Ctrl,Mallamai Salifou,26.0,26.0,0.0,9.0,0.0,34.61538461538461,,1.807692307692308,3.3846153846153846,1.8125,2.375,,,26.0,16.0,,C5-25
C5,2023,CM1,Ctrl,Maza Tsaye 1,24.0,24.0,0.0,13.0,0.0,54.16666666666666,,2.125,3.28125,1.75,1.1875,,,24.0,20.0,,C5-14
C5,2023,CM1,Ctrl,Maza Tsaye 2,27.0,27.0,0.0,14.0,0.0,51.851851851851855,,2.217391304347826,2.4456521739130435,3.8,1.1547619047619049,,,23.0,20.0,,C5-11
C5,2023,CM1,Ctrl,Oumarou Laouali Gago,17.0,17.0,0.0,10.0,0.0,58.8235294117647,,0.5882352941176471,3.1029411764705883,3.892857142857143,2.375,,,17.0,14.0,,C5-06
C5,2023,CM1,Ctrl,Radi Centre 1,31.0,31.0,0.0,15.0,0.0,48.38709677419355,,1.1851851851851851,1.3557692307692308,2.3125,2.4456521739130435,,,27.0,24.0,,C5-22
C5,2023,CM1,Ctrl,Radi Centre 2,20.0,20.0,0.0,8.0,0.0,40.0,,2.7,2.8125,3.6666666666666665,3.2222222222222223,,,20.0,18.0,,C5-21
C5,2023,CM1,Ctrl,Radi Quartier,17.0,16.0,0.0,7.0,0.0,43.75,,1.2941176470588236,3.1911764705882355,1.78125,2.515625,,,17.0,16.0,,C5-23
C5,2023,CM1,Ctrl,Safo Chadaoua,13.0,13.0,0.0,5.0,0.0,38.46153846153846,,0.2307692307692307,1.2884615384615383,1.53125,1.28125,,,13.0,8.0,,C5-20
C5,2023,CM1,Ctrl,Soumarana,17.0,17.0,0.0,6.0,0.0,35.294117647058826,,1.5333333333333334,1.9666666666666663,3.033333333333333,1.8,,,15.0,15.0,,C5-18
C5,2023,CM1,Ctrl,Soura Saraki,25.0,24.0,4.0,12.0,16.666666666666668,50.0,,2.590909090909091,5.1477272727272725,2.980769230769231,2.0625,,,22.0,13.0,,C5-07
C5,2023,CM1,Ctrl,Touzza,18.0,18.0,0.0,11.0,0.0,61.11111111111112,,2.0,7.222222222222222,1.4285714285714286,1.5535714285714286,,,18.0,14.0,,C5-32
C5,2023,CM1,Ctrl,Tsanna Publique,14.0,14.0,0.0,1.0,0.0,7.142857142857143,,0.7142857142857143,1.6071428571428572,1.9230769230769231,0.6923076923076923,,,14.0,13.0,,C5-34
C5,2023,CM1,Ctrl,Yan Doto Bala,31.0,31.0,0.0,12.0,0.0,38.70967741935484,,0.925925925925926,2.5625,2.15,2.1083333333333334,,,27.0,30.0,,C5-29
C5,2023,CM1,Ctrl,Yan Doto Garin Malam,33.0,33.0,2.0,8.0,6.0606060606060606,24.24242424242424,,1.5,5.537037037037037,2.206896551724138,2.0172413793103448,,,28.0,29.0,,C5-26
C5,2023,CM1,Ctrl,Yan Zango,13.0,13.0,1.0,8.0,7.6923076923076925,61.53846153846154,,2.0,3.0,6.0,6.041666666666667,,,13.0,12.0,,C5-13
C5,2023,CM1,Int,Barouana,27.0,27.0,0.0,25.0,0.0,92.5925925925926,,2.0,1.3695652173913044,6.326086956521739,10.206521739130435,,,25.0,23.0,,C5-27
C5,2023,CM1,Int,Dan Fillo 3,32.0,32.0,0.0,32.0,0.0,100.0,,1.0,2.216666666666667,10.790322580645162,10.838709677419354,,,30.0,31.0,,C5-19
C5,2023,CM1,Int,Dan Gamji,52.0,52.0,1.0,51.0,1.9230769230769231,98.07692307692308,,0.7291666666666666,2.8541666666666665,10.0625,7.09375,,,48.0,48.0,,C5-33
C5,2023,CM1,Int,Danja 1,30.0,30.0,1.0,29.0,3.333333333333333,96.66666666666669,,1.3448275862068966,5.275,9.137931034482758,13.698275862068966,,,29.0,29.0,,C5-03
C5,2023,CM1,Int,Danja 2,17.0,17.0,0.0,16.0,0.0,94.11764705882354,,0.7333333333333333,5.05,10.6875,13.859375,,,15.0,16.0,,C5-04
C5,2023,CM1,Int,El Kokia,32.0,32.0,0.0,21.0,0.0,65.625,,1.5862068965517242,1.7241379310344829,7.839285714285714,8.883928571428571,,,29.0,28.0,,C5-05
C5,2023,CM1,Int,Garin Yari Idi,34.0,32.0,0.0,32.0,0.0,100.0,,1.2258064516129032,2.419354838709677,7.161290322580645,9.298387096774194,,,31.0,31.0,,C5-14
C5,2023,CM1,Int,Kadata,24.0,24.0,0.0,20.0,0.0,83.33333333333333,,2.380952380952381,2.238095238095238,10.3875,9.7,,,21.0,20.0,,C5-28
C5,2023,CM1,Int,Kadigaoua,17.0,17.0,0.0,17.0,0.0,100.0,,1.3,1.2333333333333334,12.75,17.90625,,,15.0,16.0,,C5-34
C5,2023,CM1,Int,Kalgon Waraou,15.0,15.0,0.0,15.0,0.0,100.0,,1.4666666666666666,1.9166666666666667,11.766666666666667,11.183333333333334,,,15.0,15.0,,C5-18
C5,2023,CM1,Int,Katare 1,37.0,36.0,0.0,35.0,0.0,97.22222222222224,,1.0,2.0347222222222223,5.890625,7.8671875,,,36.0,32.0,,C5-09
C5,2023,CM1,Int,Katare 2,28.0,28.0,1.0,27.0,3.571428571428572,96.42857142857144,,1.851851851851852,7.37037037037037,12.51851851851852,12.324074074074074,,,27.0,27.0,,C5-10
C5,2023,CM1,Int,Koderaoua,32.0,31.0,0.0,19.0,0.0,61.29032258064516,,1.608695652173913,1.576086956521739,11.153846153846152,10.461538461538462,,,23.0,26.0,,C5-06
C5,2023,CM1,Int,Kountarou Mairairai,18.0,18.0,0.0,18.0,0.0,100.0,,1.0588235294117647,1.2205882352941178,10.352941176470589,11.882352941176473,,,17.0,17.0,,C5-32
C5,2023,CM1,Int,Louloubi,21.0,21.0,0.0,21.0,0.0,100.0,,0.25,0.775,11.025,11.275,,,20.0,20.0,,C5-24
C5,2023,CM1,Int,Mallamai Saboua,32.0,29.0,1.0,23.0,3.4482758620689653,79.3103448275862,,1.793103448275862,1.1982758620689655,13.892857142857142,13.928571428571429,,,29.0,28.0,,C5-26
C5,2023,CM1,Int,Maradou Centre,35.0,33.0,0.0,28.0,0.0,84.84848484848484,,1.08,1.12,10.037037037037036,8.333333333333334,,,25.0,27.0,,C5-23
C5,2023,CM1,Int,Mountarou Barmo,17.0,17.0,0.0,17.0,0.0,100.0,,0.8666666666666667,3.625,13.65625,14.46875,,,16.0,17.0,,C5-31
C5,2023,CM1,Int,Oubandawaki Alfacha,17.0,17.0,0.0,17.0,0.0,100.0,,1.8235294117647056,1.411764705882353,12.588235294117649,15.088235294117649,,,17.0,17.0,,C5-30
C5,2023,CM1,Int,Sabon Gari Kolta,28.0,28.0,0.0,28.0,0.0,100.0,,1.7291666666666667,3.46875,12.517857142857142,13.241071428571429,,,24.0,28.0,,C5-02
C5,2023,CM1,Int,Sae Saboua,39.0,38.0,0.0,38.0,0.0,100.0,,1.5405405405405406,1.861842105263158,12.052631578947368,13.25,,,37.0,38.0,,C5-25
C5,2023,CM1,Int,Safo Dan Ali,16.0,16.0,0.0,12.0,0.0,75.0,,0.2,0.9166666666666666,12.25,12.875,,,15.0,12.0,,C5-20
C5,2023,CM1,Int,Safo Nassaraoua,25.0,25.0,0.0,11.0,0.0,44.0,,0.375,1.4791666666666667,13.333333333333334,12.791666666666666,,,24.0,24.0,,C5-21
C5,2023,CM1,Int,Soura 1,30.0,30.0,1.0,29.0,3.333333333333333,96.66666666666669,,2.537037037037037,2.90625,12.25925925925926,15.296296296296296,,,27.0,27.0,,C5-11
C5,2023,CM1,Int,Soura 2,34.0,34.0,0.0,29.0,0.0,85.29411764705883,,1.862068965517241,3.870967741935484,11.516666666666667,13.408333333333331,,,29.0,30.0,,C5-12
C5,2023,CM1,Int,Soura 3,19.0,18.0,1.0,16.0,5.555555555555555,88.88888888888889,,3.7777777777777777,4.0131578947368425,12.5,12.196428571428571,,,18.0,14.0,,C5-13
C5,2023,CM1,Int,Soura Magaji Rogo,16.0,16.0,0.0,16.0,0.0,100.0,,0.75,2.09375,11.5625,11.421875,,,16.0,16.0,,C5-15
C5,2023,CM1,Int,Soura Sarkin Galma 1,28.0,27.0,0.0,25.0,0.0,92.5925925925926,,0.6666666666666666,1.8854166666666667,8.052631578947368,12.328947368421051,,,24.0,19.0,,C5-08
C5,2023,CM1,Int,Soura Sarkin Galma 2,17.0,17.0,1.0,16.0,5.882352941176471,94.11764705882354,,1.5714285714285714,2.4107142857142856,11.75,11.140625,,,14.0,16.0,,C5-07
C5,2023,CM1,Int,Tagaza,53.0,47.0,0.0,27.0,0.0,57.4468085106383,,0.7878787878787878,0.8170731707317073,8.886363636363637,9.069767441860463,,,33.0,44.0,,C5-29
C5,2023,CM1,Int,Takalmaoua 1,20.0,20.0,0.0,16.0,0.0,89.47368421052632,,0.8125,0.625,10.526315789473683,9.842105263157894,,,16.0,20.0,,C5-01
C5,2023,CM1,Int,Tchikadji Centre,27.0,27.0,0.0,12.0,0.0,44.44444444444444,,0.7307692307692307,1.5192307692307692,9.173076923076923,8.663461538461538,,,26.0,26.0,,C5-22
C5,2023,CM1,Int,Tibiri Nord 3,25.0,25.0,1.0,24.0,4.0,96.0,,4.208333333333333,3.7291666666666665,11.6875,12.815217391304348,,,24.0,24.0,,C5-16
C5,2023,CM1,Int,Waraou,25.0,25.0,0.0,25.0,0.0,100.0,,3.24,3.0,15.2,14.41,,,25.0,25.0,,C5-17
C5,2023,CM2,Ctrl,Karambi Sofoua,18.0,18.0,1.0,6.0,5.555555555555555,33.333333333333336,100.0,7.583333333333333,3.888888888888889,7.214285714285714,5.178571428571429,,3.858823529411764,18.0,14.0,,C5-30
C5,2023,CM2,Ctrl,Mata Milki,21.0,21.0,0.0,12.0,0.0,57.142857142857146,66.66666666666667,9.547619047619047,5.011904761904762,6.0,4.595238095238095,,4.843492063492063,21.0,21.0,,
C5,2023,CM2,Ctrl,Mountarou 1,17.0,17.0,7.0,4.0,41.1764705882353,23.529411764705884,100.0,8.058823529411764,5.294117647058823,5.926470588235294,6.191176470588236,,4.729333333333334,17.0,17.0,,
C5,2023,CM2,Int,Barouana,34.0,34.0,0.0,29.0,0.0,85.29411764705883,100.0,3.25,5.8125,13.904411764705882,13.882352941176473,,5.623529411764705,32.0,34.0,,C5-27
C5,2023,CM2,Int,Kadata,17.0,17.0,0.0,16.0,0.0,94.11764705882354,100.0,8.0,5.116666666666666,15.443333333333332,17.7,,6.134901960784313,15.0,15.0,,C5-28
C5,2023,CM2,Int,Louloubi,25.0,25.0,0.0,21.0,0.0,84.0,94.73684210526316,4.708333333333333,7.416666666666667,14.69,14.67,,5.284666666666667,24.0,25.0,,C5-24
C6,2024,CM1,Ctrl,Bassaraoua,25.0,25.0,0.0,15.0,0.0,60.0,,,,,,,,0.0,0.0,,C6-04
C6,2024,CM1,Ctrl,Dan Bako,36.0,36.0,0.0,23.0,0.0,63.888888888888886,,,,,,,,0.0,0.0,,C6-33
C6,2024,CM1,Ctrl,Dan Gara,30.0,30.0,0.0,23.0,0.0,76.66666666666667,,,,,,,,0.0,0.0,,C6-27
C6,2024,CM1,Ctrl,Djirataoua Bilingue,30.0,30.0,0.0,13.0,0.0,43.333333333333336,,,,,,,,0.0,0.0,,C6-03
C6,2024,CM1,Ctrl,GADE,8.0,8.0,0.0,3.0,0.0,37.5,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Galadantchi,23.0,23.0,0.0,11.0,0.0,47.82608695652174,,,,,,,,0.0,0.0,,C6-05
C6,2024,CM1,Ctrl,Garin Daoure 1,26.0,26.0,0.0,13.0,0.0,50.0,,,,,,,,0.0,0.0,,C6-16
C6,2024,CM1,Ctrl,Imbelbelou 3,33.0,33.0,0.0,16.0,0.0,48.48484848484848,,,,,,,,0.0,0.0,,C6-08
C6,2024,CM1,Ctrl,Kagara,16.0,16.0,0.0,12.0,0.0,75.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Kankaran Safo,18.0,18.0,0.0,12.0,0.0,66.66666666666667,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Kara Kara 1,50.0,50.0,2.0,20.0,4.0,40.0,,,,,,,,0.0,0.0,,C6-10
C6,2024,CM1,Ctrl,Kara Kara 2,39.0,39.0,0.0,17.0,0.0,43.58974358974359,,,,,,,,0.0,0.0,,C6-19
C6,2024,CM1,Ctrl,Kara Kara 3,39.0,39.0,1.0,15.0,2.5641025641025643,38.46153846153846,,,,,,,,0.0,0.0,,C6-09
C6,2024,CM1,Ctrl,Kontagora Goussaoua,19.0,19.0,0.0,9.0,0.0,47.36842105263158,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Kontagora Sofoua,21.0,21.0,2.0,6.0,9.523809523809524,28.571428571428573,,,,,,,,0.0,0.0,,C6-01
C6,2024,CM1,Ctrl,Mallamai Salifou,23.0,23.0,0.0,15.0,0.0,65.21739130434783,,,,,,,,0.0,0.0,,C6-25
C6,2024,CM1,Ctrl,Mata Milki,40.0,40.0,0.0,24.0,0.0,60.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Maza Tsaye 1,51.0,51.0,5.0,18.0,9.803921568627452,35.294117647058826,,,,,,,,0.0,0.0,,C6-14
C6,2024,CM1,Ctrl,Oumarou Laouali Gago,28.0,28.0,0.0,10.0,0.0,35.714285714285715,,,,,,,,0.0,0.0,,C6-06
C6,2024,CM1,Ctrl,Sarkin Aski,10.0,10.0,0.0,6.0,0.0,60.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Soumarana,30.0,30.0,0.0,16.0,0.0,53.333333333333336,,,,,,,,0.0,0.0,,C6-18
C6,2024,CM1,Ctrl,Tajaye Djirataoua,18.0,18.0,2.0,8.0,11.11111111111111,44.44444444444444,,,,,,,,0.0,0.0,,
C6,2024,CM1,Ctrl,Yan Doto Garin Malam,22.0,22.0,0.0,13.0,0.0,59.09090909090909,,,,,,,,0.0,0.0,,C6-26
C6,2024,CM1,Ctrl,Yan Zango,32.0,32.0,3.0,11.0,9.375,34.375,,,,,,,,0.0,0.0,,C6-13
C6,2024,CM1,Int,Barouana,15.0,15.0,0.0,15.0,0.0,100.0,,0.6346153846153846,4.042307692307692,8.3125,16.84375,,,13.0,16.0,,C6-27
C6,2024,CM1,Int,Danja,42.0,42.0,0.0,42.0,0.0,100.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Danja 2,21.0,21.0,0.0,20.0,0.0,95.23809523809524,,1.95,3.1275,12.095238095238097,14.523809523809524,,,20.0,21.0,,C6-04
C6,2024,CM1,Int,El Kokia,40.0,40.0,0.0,39.0,0.0,97.5,,3.171875,3.4375,11.4375,15.53125,,,16.0,16.0,,C6-05
C6,2024,CM1,Int,Garin Yari Idi,30.0,30.0,0.0,29.0,0.0,96.66666666666669,,1.7410714285714286,5.75,13.870967741935484,15.419354838709678,,,28.0,31.0,,C6-14
C6,2024,CM1,Int,Kadata,23.0,23.0,0.0,23.0,0.0,100.0,,1.875,1.99375,10.8125,11.927083333333334,,,24.0,24.0,,C6-28
C6,2024,CM1,Int,Kadigaoua,12.0,12.0,0.0,12.0,0.0,100.0,,1.5909090909090908,1.7272727272727273,10.75,15.291666666666666,,,11.0,12.0,,C6-34
C6,2024,CM1,Int,Kalgon Waraou,21.0,21.0,0.0,20.0,0.0,95.23809523809524,,3.727272727272727,3.8,11.181818181818182,13.0,,,22.0,22.0,,C6-18
C6,2024,CM1,Int,Katare Guidan Ousmane 1,25.0,25.0,0.0,18.0,0.0,72.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Katare Guidan Ousmane 2,45.0,45.0,0.0,35.0,0.0,77.77777777777777,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Koderaoua,34.0,34.0,0.0,33.0,0.0,97.05882352941175,,,,,,,,0.0,0.0,,C6-06
C6,2024,CM1,Int,Louloubi,17.0,17.0,0.0,17.0,0.0,100.0,,,,,,,,0.0,0.0,,C6-24
C6,2024,CM1,Int,Mallamai Saboua,30.0,30.0,0.0,30.0,0.0,100.0,,,,,,,,0.0,0.0,,C6-26
C6,2024,CM1,Int,Maradou Centre,28.0,25.0,0.0,25.0,0.0,100.0,,,,,,,,0.0,0.0,,C6-23
C6,2024,CM1,Int,Moutarou Barmo,12.0,12.0,0.0,12.0,0.0,100.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Oubandawaki Alfacha,30.0,23.0,0.0,23.0,0.0,100.0,,,,,,,,0.0,0.0,,C6-30
C6,2024,CM1,Int,Sabon Gari Kolta,33.0,33.0,0.0,33.0,0.0,100.0,,0.9166666666666666,3.5771428571428574,10.971428571428572,14.571428571428571,,,36.0,35.0,,C6-02
C6,2024,CM1,Int,Safo Nassaraoua,15.0,15.0,0.0,15.0,0.0,100.0,,3.7666666666666666,3.55,10.5,15.517857142857142,,,15.0,14.0,,C6-21
C6,2024,CM1,Int,Soura 1,21.0,21.0,0.0,16.0,0.0,76.19047619047619,,,,,,,,0.0,0.0,,C6-11
C6,2024,CM1,Int,Soura 2,40.0,40.0,0.0,37.0,0.0,92.5,,,,,,,,0.0,0.0,,C6-12
C6,2024,CM1,Int,Soura 3,20.0,20.0,0.0,10.0,0.0,50.0,,,,,,,,0.0,0.0,,C6-13
C6,2024,CM1,Int,Soura Magaji Rogo,32.0,32.0,0.0,31.0,0.0,96.875,,3.34375,3.9453125,14.8046875,16.140625,,,32.0,32.0,,C6-15
C6,2024,CM1,Int,Soura Sarkin Galma 1,18.0,18.0,0.0,18.0,0.0,100.0,,2.1973684210526314,1.368421052631579,12.833333333333334,12.333333333333334,,,19.0,18.0,,C6-08
C6,2024,CM1,Int,Soura Sarkin Galma 2,27.0,27.0,0.0,23.0,0.0,85.18518518518519,,1.3888888888888888,1.9583333333333333,13.74074074074074,15.185185185185183,,,18.0,27.0,,C6-07
C6,2024,CM1,Int,Takalmaoua 1,15.0,15.0,0.0,15.0,0.0,100.0,,2.3392857142857144,1.0178571428571428,12.107142857142858,15.303571428571429,,,14.0,14.0,,C6-01
C6,2024,CM1,Int,Takalmaoua 2,12.0,12.0,0.0,12.0,0.0,100.0,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Tibiri Dan Fillo III,28.0,28.0,0.0,26.0,0.0,92.85714285714286,,,,,,,,0.0,0.0,,
C6,2024,CM1,Int,Tibiri Nord 3,15.0,15.0,0.0,9.0,0.0,60.0,,2.5,2.2857142857142856,11.928571428571429,14.357142857142858,,,14.0,14.0,,C6-16
C6,2024,CM1,Int,Waraou,37.0,37.0,0.0,35.0,0.0,94.5945945945946,,,,,,,,0.0,0.0,,C6-17
C6,2024,CM2,Ctrl,Alssaoua,12.0,12.0,0.0,5.0,0.0,41.66666666666666,,,,,,,,0.0,0.0,,C6-31
